a,b,c,d,e,f,g,h,i,k
3247.0111,285.0111,10.0111,124.0111,29.0111,3489.0111,192.0111,240.0111,188.0111,1861.0111
2849.0111,95.0111,32.0111,240.0111,89.0111,330.0111,250.0111,173.0111,25.0111,2605.0111
2747.0111,93.0111,33.0111,175.0111,98.0111,180.0111,249.0111,169.0111,20.0111,2571.0111
2727.0111,93.0111,33.0111,150.0111,78.0111,150.0111,250.0111,170.0111,21.0111,2565.0111
3142.0111,48.0111,17.0111,277.0111,13.0111,1834.0111,224.0111,200.0111,104.0111,3108.0111
2847.0111,94.0111,33.0111,210.0111,87.0111,323.0111,250.0111,173.0111,24.0111,2618.0111
2827.0111,94.0111,34.0111,201.0111,67.0111,295.0111,250.0111,167.0111,17.0111,2616.0111
2787.0111,92.0111,34.0111,182.0111,85.0111,240.0111,249.0111,168.0111,18.0111,2613.0111
2746.0111,90.0111,33.0111,162.0111,97.0111,180.0111,248.0111,168.0111,22.0111,2601.0111
3273.0111,330.0111,9.0111,240.0111,55.0111,3408.0111,198.0111,229.0111,170.0111,1954.0111
2708.0111,89.0111,33.0111,95.0111,59.0111,120.0111,248.0111,167.0111,20.0111,2580.0111
2621.0111,162.0111,13.0111,60.0111,-6.0111,849.0111,232.0111,243.0111,139.0111,1521.0111
3235.0111,255.0111,5.0111,212.0111,21.0111,4871.0111,209.0111,243.0111,172.0111,618.0111
2664.0111,112.0111,5.0111,60.0111,-8.0111,1214.0111,229.0111,234.0111,139.0111,1719.0111
2633.0111,68.0111,8.0111,42.0111,2.0111,979.0111,228.0111,225.0111,130.0111,1594.0111
2662.0111,105.0111,5.0111,30.0111,-3.0111,1211.0111,228.0111,234.0111,140.0111,1731.0111
3246.0111,6.0111,10.0111,124.0111,20.0111,5998.0111,208.0111,222.0111,150.0111,510.0111
3207.0111,347.0111,5.0111,124.0111,-17.0111,4012.0111,210.0111,231.0111,160.0111,1332.0111
2674.0111,10.0111,8.0111,30.0111,1.0111,1295.0111,211.0111,224.0111,149.0111,1801.0111
2635.0111,45.0111,8.0111,30.0111,9.0111,955.0111,223.0111,223.0111,135.0111,1624.0111
2780.0111,76.0111,34.0111,30.0111,20.0111,212.0111,238.0111,155.0111,18.0111,2433.0111
2707.0111,71.0111,31.0111,0.0111,0.0111,95.0111,236.0111,164.0111,36.0111,2430.0111
3216.0111,328.0111,7.0111,42.0111,-6.0111,4050.0111,203.0111,232.0111,168.0111,1300.0111
2731.0111,67.0111,31.0111,30.0111,-9.0111,134.0111,233.0111,161.0111,36.0111,2400.0111
3259.0111,56.0111,10.0111,175.0111,41.0111,2733.0111,227.0111,218.0111,124.0111,2575.0111
2729.0111,70.0111,32.0111,90.0111,-30.0111,124.0111,235.0111,161.0111,33.0111,2340.0111
3285.0111,141.0111,3.0111,240.0111,30.0111,6012.0111,224.0111,238.0111,150.0111,430.0111
2770.0111,69.0111,31.0111,95.0111,-35.0111,190.0111,234.0111,162.0111,35.0111,2311.0111
2716.0111,75.0111,33.0111,90.0111,70.0111,108.0111,238.0111,158.0111,23.0111,2310.0111
2650.0111,26.0111,19.0111,60.0111,19.0111,1008.0111,208.0111,197.0111,119.0111,1771.0111
2644.0111,9.0111,32.0111,210.0111,87.0111,847.0111,168.0111,160.0111,114.0111,1740.0111
3217.0111,51.0111,3.0111,120.0111,5.0111,5179.0111,221.0111,232.0111,147.0111,300.0111
3231.0111,317.0111,10.0111,42.0111,6.0111,4054.0111,194.0111,231.0111,178.0111,1266.0111
2794.0111,71.0111,33.0111,120.0111,-50.0111,228.0111,235.0111,157.0111,27.0111,2282.0111
3301.0111,219.0111,6.0111,402.0111,85.0111,3337.0111,213.0111,246.0111,169.0111,1969.0111
3059.0111,153.0111,13.0111,127.0111,22.0111,1396.0111,235.0111,240.0111,133.0111,2594.0111
3020.0111,63.0111,1.0111,127.0111,3.0111,895.0111,220.0111,236.0111,153.0111,2381.0111
2800.0111,75.0111,33.0111,150.0111,-50.0111,240.0111,238.0111,158.0111,24.0111,2252.0111
2763.0111,76.0111,32.0111,162.0111,-62.0111,180.0111,240.0111,165.0111,31.0111,2250.0111
2725.0111,82.0111,35.0111,108.0111,70.0111,120.0111,242.0111,157.0111,13.0111,2250.0111
2684.0111,32.0111,20.0111,150.0111,53.0111,1110.0111,211.0111,193.0111,111.0111,1848.0111
2785.0111,83.0111,32.0111,182.0111,-65.0111,210.0111,244.0111,167.0111,27.0111,2221.0111
2748.0111,85.0111,33.0111,150.0111,93.0111,150.0111,245.0111,164.0111,21.0111,2220.0111
2685.0111,8.0111,10.0111,255.0111,93.0111,891.0111,208.0111,219.0111,148.0111,1830.0111
3269.0111,356.0111,13.0111,190.0111,46.0111,3909.0111,199.0111,217.0111,155.0111,1396.0111
3273.0111,159.0111,12.0111,300.0111,55.0111,2863.0111,233.0111,242.0111,138.0111,2439.0111
3264.0111,137.0111,10.0111,283.0111,45.0111,2773.0111,236.0111,236.0111,131.0111,2529.0111
3256.0111,143.0111,7.0111,234.0111,37.0111,2713.0111,231.0111,239.0111,140.0111,2589.0111
2848.0111,84.0111,35.0111,190.0111,-51.0111,300.0111,243.0111,157.0111,12.0111,2195.0111
2786.0111,90.0111,33.0111,210.0111,135.0111,210.0111,248.0111,170.0111,24.0111,2191.0111
2707.0111,83.0111,35.0111,90.0111,66.0111,90.0111,243.0111,158.0111,14.0111,2191.0111
2766.0111,31.0111,7.0111,120.0111,15.0111,1326.0111,218.0111,225.0111,143.0111,2214.0111
3225.0111,287.0111,10.0111,150.0111,22.0111,4713.0111,193.0111,240.0111,187.0111,598.0111
3268.0111,176.0111,16.0111,270.0111,50.0111,2955.0111,227.0111,247.0111,148.0111,2347.0111
3268.0111,179.0111,15.0111,270.0111,50.0111,2925.0111,225.0111,248.0111,151.0111,2377.0111
3267.0111,168.0111,13.0111,270.0111,49.0111,2866.0111,230.0111,245.0111,143.0111,2437.0111
2907.0111,91.0111,30.0111,210.0111,7.0111,390.0111,249.0111,178.0111,35.0111,2173.0111
3246.0111,18.0111,9.0111,120.0111,11.0111,4333.0111,213.0111,221.0111,144.0111,972.0111
3201.0111,105.0111,3.0111,300.0111,-5.0111,2007.0111,224.0111,236.0111,147.0111,2848.0111
3076.0111,63.0111,12.0111,127.0111,17.0111,1536.0111,230.0111,216.0111,117.0111,2554.0111
2968.0111,60.0111,11.0111,170.0111,-6.0111,571.0111,229.0111,216.0111,119.0111,2171.0111
2922.0111,94.0111,28.0111,240.0111,22.0111,421.0111,251.0111,186.0111,44.0111,2147.0111
2848.0111,91.0111,35.0111,247.0111,-51.0111,301.0111,248.0111,162.0111,12.0111,2135.0111
2780.0111,346.0111,13.0111,90.0111,29.0111,1383.0111,195.0111,219.0111,162.0111,2248.0111
3251.0111,167.0111,13.0111,210.0111,33.0111,2813.0111,230.0111,244.0111,144.0111,2493.0111
3237.0111,101.0111,8.0111,95.0111,23.0111,2486.0111,235.0111,229.0111,126.0111,2823.0111
2808.0111,81.0111,33.0111,242.0111,150.0111,247.0111,243.0111,164.0111,24.0111,2102.0111
2754.0111,74.0111,30.0111,153.0111,111.0111,162.0111,239.0111,168.0111,37.0111,2100.0111
3291.0111,297.0111,4.0111,180.0111,5.0111,5702.0111,208.0111,238.0111,169.0111,680.0111
3258.0111,158.0111,15.0111,212.0111,34.0111,3204.0111,235.0111,241.0111,133.0111,2102.0111
3245.0111,172.0111,15.0111,180.0111,27.0111,3025.0111,229.0111,246.0111,145.0111,2282.0111
3244.0111,184.0111,15.0111,180.0111,26.0111,2877.0111,223.0111,249.0111,155.0111,2432.0111
3242.0111,151.0111,2.0111,150.0111,32.0111,2580.0111,222.0111,239.0111,152.0111,2731.0111
3241.0111,124.0111,3.0111,127.0111,31.0111,2550.0111,225.0111,237.0111,146.0111,2761.0111
3214.0111,132.0111,15.0111,0.0111,0.0111,2402.0111,243.0111,231.0111,114.0111,2911.0111
2959.0111,80.0111,16.0111,255.0111,-15.0111,518.0111,239.0111,210.0111,97.0111,2101.0111
2760.0111,69.0111,31.0111,162.0111,114.0111,175.0111,235.0111,163.0111,37.0111,2070.0111
2725.0111,353.0111,19.0111,30.0111,14.0111,1167.0111,183.0111,202.0111,154.0111,1994.0111
3276.0111,42.0111,11.0111,331.0111,64.0111,5157.0111,222.0111,216.0111,128.0111,218.0111
3252.0111,37.0111,18.0111,124.0111,49.0111,5006.0111,216.0111,198.0111,111.0111,60.0111
3235.0111,180.0111,15.0111,150.0111,17.0111,2940.0111,224.0111,248.0111,152.0111,2371.0111
3236.0111,180.0111,15.0111,150.0111,19.0111,2851.0111,224.0111,248.0111,152.0111,2461.0111
3241.0111,200.0111,5.0111,175.0111,43.0111,2644.0111,218.0111,244.0111,162.0111,2671.0111
3241.0111,166.0111,4.0111,134.0111,31.0111,2584.0111,223.0111,241.0111,153.0111,2731.0111
3223.0111,122.0111,18.0111,42.0111,16.0111,2466.0111,248.0111,222.0111,95.0111,2851.0111
3209.0111,138.0111,17.0111,0.0111,0.0111,2407.0111,243.0111,232.0111,112.0111,2911.0111
3192.0111,153.0111,15.0111,270.0111,54.0111,2053.0111,237.0111,240.0111,130.0111,2801.0111
3190.0111,172.0111,13.0111,270.0111,52.0111,2024.0111,228.0111,246.0111,147.0111,2781.0111
3286.0111,49.0111,5.0111,454.0111,75.0111,5225.0111,222.0111,229.0111,143.0111,331.0111
3223.0111,298.0111,11.0111,108.0111,20.0111,4637.0111,188.0111,236.0111,188.0111,511.0111
2920.0111,94.0111,28.0111,360.0111,-47.0111,446.0111,250.0111,186.0111,44.0111,2028.0111
2889.0111,90.0111,28.0111,360.0111,-10.0111,390.0111,249.0111,184.0111,46.0111,2021.0111
2807.0111,73.0111,29.0111,242.0111,161.0111,258.0111,239.0111,171.0111,42.0111,2011.0111
3221.0111,194.0111,14.0111,90.0111,18.0111,2772.0111,217.0111,251.0111,164.0111,2550.0111
3198.0111,162.0111,14.0111,192.0111,-11.0111,2213.0111,233.0111,243.0111,138.0111,2864.0111
3191.0111,156.0111,16.0111,228.0111,53.0111,2154.0111,236.0111,240.0111,129.0111,2821.0111
2903.0111,97.0111,27.0111,390.0111,-64.0111,430.0111,251.0111,190.0111,49.0111,1994.0111
2858.0111,90.0111,28.0111,335.0111,217.0111,350.0111,249.0111,184.0111,45.0111,1986.0111
2842.0111,87.0111,28.0111,309.0111,199.0111,324.0111,248.0111,181.0111,43.0111,1984.0111
2719.0111,64.0111,24.0111,124.0111,70.0111,134.0111,233.0111,184.0111,70.0111,1984.0111
3251.0111,282.0111,7.0111,268.0111,48.0111,4494.0111,201.0111,241.0111,179.0111,661.0111
3217.0111,162.0111,6.0111,60.0111,0.0111,2954.0111,226.0111,242.0111,149.0111,2370.0111
3214.0111,166.0111,9.0111,60.0111,0.0111,2895.0111,228.0111,244.0111,148.0111,2430.0111
3213.0111,198.0111,14.0111,60.0111,13.0111,2777.0111,215.0111,251.0111,168.0111,2550.0111
3227.0111,213.0111,14.0111,85.0111,25.0111,2689.0111,207.0111,252.0111,179.0111,2640.0111
3225.0111,138.0111,17.0111,42.0111,16.0111,2542.0111,243.0111,232.0111,112.0111,2790.0111
2871.0111,94.0111,26.0111,376.0111,230.0111,391.0111,250.0111,191.0111,53.0111,1958.0111
2797.0111,86.0111,28.0111,255.0111,136.0111,277.0111,247.0111,182.0111,46.0111,1950.0111
3298.0111,18.0111,13.0111,418.0111,87.0111,5120.0111,209.0111,212.0111,138.0111,277.0111
3294.0111,25.0111,10.0111,362.0111,91.0111,5075.0111,215.0111,219.0111,139.0111,218.0111
3240.0111,158.0111,4.0111,234.0111,11.0111,3492.0111,225.0111,240.0111,150.0111,1831.0111
3215.0111,121.0111,1.0111,30.0111,-1.0111,2989.0111,221.0111,237.0111,152.0111,2341.0111
3223.0111,183.0111,16.0111,60.0111,26.0111,2665.0111,222.0111,249.0111,155.0111,2671.0111
2856.0111,91.0111,28.0111,366.0111,210.0111,384.0111,249.0111,185.0111,46.0111,1926.0111
2782.0111,88.0111,26.0111,255.0111,129.0111,268.0111,248.0111,186.0111,51.0111,1920.0111
2786.0111,49.0111,16.0111,240.0111,97.0111,1431.0111,225.0111,205.0111,110.0111,2190.0111
2747.0111,329.0111,19.0111,201.0111,71.0111,878.0111,171.0111,214.0111,181.0111,2213.0111
3220.0111,56.0111,3.0111,30.0111,2.0111,3083.0111,222.0111,232.0111,146.0111,2252.0111
3218.0111,45.0111,4.0111,0.0111,0.0111,3054.0111,221.0111,231.0111,146.0111,2282.0111
3206.0111,204.0111,18.0111,30.0111,4.0111,2730.0111,207.0111,253.0111,176.0111,2612.0111
3153.0111,159.0111,14.0111,120.0111,15.0111,2088.0111,234.0111,242.0111,136.0111,2694.0111
2839.0111,91.0111,27.0111,361.0111,185.0111,382.0111,249.0111,186.0111,48.0111,1894.0111
2782.0111,92.0111,26.0111,268.0111,129.0111,283.0111,249.0111,191.0111,54.0111,1890.0111
2755.0111,87.0111,24.0111,216.0111,106.0111,228.0111,247.0111,194.0111,63.0111,1891.0111
2729.0111,84.0111,22.0111,162.0111,73.0111,175.0111,245.0111,197.0111,70.0111,1894.0111
2718.0111,85.0111,19.0111,134.0111,62.0111,150.0111,244.0111,203.0111,81.0111,1896.0111
3228.0111,141.0111,3.0111,42.0111,2.0111,3295.0111,225.0111,238.0111,149.0111,2044.0111
3195.0111,138.0111,11.0111,30.0111,-7.0111,2854.0111,237.0111,236.0111,129.0111,2493.0111
3161.0111,182.0111,15.0111,124.0111,23.0111,2329.0111,223.0111,249.0111,154.0111,2850.0111
3068.0111,335.0111,8.0111,150.0111,6.0111,1442.0111,202.0111,230.0111,166.0111,2247.0111
3055.0111,80.0111,13.0111,120.0111,15.0111,1237.0111,237.0111,217.0111,109.0111,2136.0111
3043.0111,48.0111,7.0111,30.0111,3.0111,1150.0111,223.0111,224.0111,136.0111,2093.0111
2931.0111,96.0111,23.0111,446.0111,-76.0111,541.0111,249.0111,200.0111,67.0111,1884.0111
2887.0111,96.0111,28.0111,450.0111,241.0111,469.0111,251.0111,187.0111,44.0111,1872.0111
2781.0111,94.0111,25.0111,283.0111,132.0111,295.0111,250.0111,194.0111,57.0111,1860.0111
2767.0111,93.0111,24.0111,256.0111,118.0111,268.0111,249.0111,196.0111,63.0111,1860.0111
2742.0111,91.0111,23.0111,201.0111,86.0111,210.0111,248.0111,198.0111,67.0111,1862.0111
3316.0111,66.0111,6.0111,466.0111,82.0111,3803.0111,227.0111,227.0111,135.0111,1537.0111
3233.0111,111.0111,3.0111,134.0111,4.0111,3448.0111,225.0111,236.0111,145.0111,1896.0111
3231.0111,127.0111,2.0111,85.0111,2.0111,3389.0111,223.0111,237.0111,150.0111,1956.0111
3192.0111,175.0111,17.0111,30.0111,-9.0111,2656.0111,227.0111,247.0111,145.0111,2704.0111
3148.0111,163.0111,13.0111,90.0111,10.0111,2185.0111,232.0111,243.0111,140.0111,2718.0111
3095.0111,92.0111,8.0111,30.0111,5.0111,1771.0111,233.0111,227.0111,126.0111,2424.0111
3045.0111,50.0111,7.0111,30.0111,5.0111,1158.0111,224.0111,224.0111,135.0111,2067.0111
2941.0111,105.0111,20.0111,450.0111,-72.0111,582.0111,249.0111,211.0111,81.0111,1860.0111
2794.0111,92.0111,26.0111,323.0111,145.0111,330.0111,250.0111,189.0111,51.0111,1830.0111
2707.0111,92.0111,20.0111,120.0111,54.0111,120.0111,247.0111,204.0111,77.0111,1839.0111
3250.0111,86.0111,23.0111,182.0111,47.0111,4731.0111,246.0111,194.0111,65.0111,234.0111
3213.0111,99.0111,12.0111,30.0111,7.0111,2955.0111,240.0111,223.0111,112.0111,2407.0111
3183.0111,191.0111,14.0111,60.0111,-10.0111,2721.0111,218.0111,250.0111,162.0111,2646.0111
3184.0111,181.0111,15.0111,60.0111,-12.0111,2692.0111,224.0111,248.0111,153.0111,2676.0111
3165.0111,136.0111,15.0111,108.0111,-41.0111,2486.0111,242.0111,233.0111,117.0111,2886.0111
3154.0111,144.0111,11.0111,120.0111,18.0111,2427.0111,236.0111,238.0111,132.0111,2881.0111
3146.0111,160.0111,11.0111,67.0111,8.0111,2338.0111,231.0111,242.0111,141.0111,2812.0111
2912.0111,107.0111,26.0111,511.0111,-100.0111,553.0111,253.0111,199.0111,57.0111,1820.0111
2850.0111,99.0111,26.0111,443.0111,189.0111,451.0111,252.0111,193.0111,53.0111,1806.0111
2823.0111,96.0111,25.0111,390.0111,170.0111,391.0111,250.0111,196.0111,59.0111,1802.0111
2707.0111,87.0111,21.0111,120.0111,71.0111,124.0111,246.0111,200.0111,73.0111,1809.0111
2859.0111,53.0111,20.0111,379.0111,94.0111,1213.0111,226.0111,194.0111,93.0111,2671.0111
2817.0111,25.0111,15.0111,210.0111,23.0111,1392.0111,212.0111,207.0111,129.0111,2579.0111
3294.0111,83.0111,17.0111,365.0111,60.0111,3724.0111,241.0111,208.0111,91.0111,1634.0111
3251.0111,71.0111,13.0111,247.0111,17.0111,3607.0111,234.0111,214.0111,110.0111,1753.0111
3140.0111,183.0111,5.0111,30.0111,3.0111,2224.0111,221.0111,243.0111,157.0111,2701.0111
3137.0111,50.0111,4.0111,0.0111,0.0111,2047.0111,221.0111,231.0111,146.0111,2568.0111
2834.0111,98.0111,24.0111,420.0111,181.0111,424.0111,251.0111,198.0111,61.0111,1774.0111
2778.0111,89.0111,25.0111,300.0111,122.0111,306.0111,248.0111,192.0111,58.0111,1770.0111
2708.0111,82.0111,21.0111,120.0111,69.0111,134.0111,244.0111,197.0111,73.0111,1779.0111
3304.0111,87.0111,16.0111,391.0111,70.0111,3760.0111,242.0111,212.0111,96.0111,1608.0111
3248.0111,69.0111,10.0111,212.0111,14.0111,3583.0111,231.0111,221.0111,122.0111,1786.0111
3201.0111,95.0111,17.0111,0.0111,0.0111,2940.0111,245.0111,213.0111,91.0111,2442.0111
3138.0111,171.0111,5.0111,0.0111,0.0111,2289.0111,223.0111,242.0111,154.0111,2727.0111
3126.0111,52.0111,10.0111,30.0111,0.0111,1936.0111,226.0111,218.0111,125.0111,2461.0111
3319.0111,86.0111,11.0111,450.0111,85.0111,3787.0111,236.0111,222.0111,117.0111,1554.0111
3175.0111,93.0111,9.0111,30.0111,-3.0111,2826.0111,234.0111,227.0111,125.0111,2564.0111
3137.0111,232.0111,3.0111,30.0111,0.0111,2236.0111,215.0111,242.0111,164.0111,2662.0111
2784.0111,69.0111,23.0111,306.0111,137.0111,323.0111,237.0111,188.0111,69.0111,1710.0111
2714.0111,70.0111,24.0111,134.0111,70.0111,150.0111,237.0111,186.0111,67.0111,1719.0111
2702.0111,71.0111,22.0111,108.0111,55.0111,120.0111,238.0111,190.0111,71.0111,1723.0111
3139.0111,327.0111,5.0111,60.0111,1.0111,2183.0111,208.0111,234.0111,165.0111,2597.0111
2807.0111,8.0111,19.0111,0.0111,0.0111,1507.0111,194.0111,198.0111,137.0111,2389.0111
3319.0111,97.0111,10.0111,450.0111,85.0111,3737.0111,237.0111,225.0111,119.0111,1565.0111
3123.0111,77.0111,9.0111,134.0111,-7.0111,1900.0111,232.0111,224.0111,125.0111,2355.0111
2897.0111,90.0111,20.0111,582.0111,244.0111,598.0111,246.0111,205.0111,80.0111,1672.0111
2763.0111,58.0111,22.0111,240.0111,121.0111,242.0111,230.0111,187.0111,79.0111,1652.0111
2712.0111,69.0111,26.0111,120.0111,62.0111,124.0111,237.0111,181.0111,60.0111,1663.0111
2698.0111,73.0111,26.0111,90.0111,60.0111,95.0111,239.0111,180.0111,55.0111,1667.0111
3260.0111,31.0111,15.0111,30.0111,0.0111,5775.0111,215.0111,207.0111,125.0111,642.0111
3377.0111,280.0111,18.0111,277.0111,109.0111,5256.0111,168.0111,239.0111,209.0111,778.0111
3249.0111,300.0111,5.0111,0.0111,0.0111,4412.0111,205.0111,238.0111,172.0111,553.0111
3322.0111,107.0111,6.0111,480.0111,88.0111,3728.0111,230.0111,233.0111,137.0111,1543.0111
3241.0111,25.0111,7.0111,0.0111,0.0111,3403.0111,217.0111,225.0111,145.0111,2012.0111
2868.0111,332.0111,17.0111,60.0111,23.0111,1718.0111,177.0111,215.0111,176.0111,2613.0111
2848.0111,94.0111,20.0111,457.0111,138.0111,488.0111,247.0111,205.0111,78.0111,1597.0111
2736.0111,73.0111,29.0111,162.0111,98.0111,175.0111,239.0111,172.0111,44.0111,1600.0111
2931.0111,283.0111,26.0111,778.0111,554.0111,854.0111,138.0111,230.0111,227.0111,2642.0111
3341.0111,299.0111,12.0111,272.0111,73.0111,5343.0111,186.0111,235.0111,189.0111,939.0111
3193.0111,53.0111,12.0111,42.0111,-4.0111,2678.0111,227.0111,213.0111,118.0111,2762.0111
3244.0111,88.0111,9.0111,150.0111,35.0111,3065.0111,234.0111,226.0111,124.0111,2383.0111
3192.0111,96.0111,11.0111,30.0111,-5.0111,2685.0111,238.0111,224.0111,115.0111,2767.0111
2708.0111,84.0111,29.0111,108.0111,40.0111,120.0111,246.0111,176.0111,38.0111,1549.0111
2552.0111,4.0111,19.0111,60.0111,24.0111,792.0111,191.0111,199.0111,142.0111,1181.0111
2556.0111,334.0111,21.0111,85.0111,28.0111,819.0111,168.0111,208.0111,176.0111,1155.0111
3163.0111,20.0111,10.0111,60.0111,-2.0111,2489.0111,213.0111,218.0111,141.0111,2704.0111
2693.0111,78.0111,29.0111,67.0111,25.0111,95.0111,242.0111,174.0111,40.0111,1524.0111
2566.0111,326.0111,11.0111,256.0111,87.0111,755.0111,193.0111,228.0111,175.0111,1332.0111
2577.0111,323.0111,10.0111,150.0111,58.0111,875.0111,194.0111,230.0111,175.0111,1159.0111
3273.0111,5.0111,9.0111,180.0111,35.0111,3254.0111,209.0111,223.0111,152.0111,2219.0111
2959.0111,2.0111,9.0111,721.0111,186.0111,1008.0111,208.0111,224.0111,153.0111,2555.0111
2675.0111,42.0111,13.0111,60.0111,14.0111,1110.0111,222.0111,211.0111,122.0111,1560.0111
2553.0111,235.0111,17.0111,351.0111,95.0111,780.0111,188.0111,253.0111,199.0111,1410.0111
2570.0111,345.0111,12.0111,124.0111,42.0111,859.0111,196.0111,221.0111,163.0111,1222.0111
2011.0111,344.0111,17.0111,313.0111,29.0111,404.0111,183.0111,211.0111,164.0111,300.0111
2749.0111,86.0111,30.0111,95.0111,39.0111,201.0111,247.0111,176.0111,36.0111,1451.0111
2718.0111,73.0111,27.0111,42.0111,8.0111,150.0111,239.0111,177.0111,51.0111,1460.0111
2885.0111,61.0111,27.0111,384.0111,103.0111,1243.0111,231.0111,174.0111,60.0111,2100.0111
2022.0111,24.0111,13.0111,391.0111,42.0111,509.0111,212.0111,212.0111,134.0111,421.0111
2038.0111,50.0111,17.0111,408.0111,71.0111,474.0111,226.0111,200.0111,102.0111,283.0111
2902.0111,54.0111,23.0111,391.0111,120.0111,1282.0111,227.0111,184.0111,78.0111,2130.0111
2018.0111,341.0111,27.0111,351.0111,34.0111,390.0111,152.0111,188.0111,168.0111,190.0111
3309.0111,268.0111,7.0111,618.0111,28.0111,3711.0111,202.0111,243.0111,179.0111,1342.0111
3349.0111,66.0111,11.0111,408.0111,59.0111,3512.0111,231.0111,217.0111,117.0111,1643.0111
2926.0111,87.0111,17.0111,525.0111,155.0111,677.0111,242.0111,210.0111,92.0111,1412.0111
2856.0111,57.0111,22.0111,351.0111,99.0111,474.0111,229.0111,189.0111,82.0111,1383.0111
3293.0111,308.0111,17.0111,120.0111,34.0111,3193.0111,172.0111,227.0111,195.0111,2192.0111
3074.0111,108.0111,6.0111,60.0111,-1.0111,1811.0111,231.0111,233.0111,136.0111,1996.0111
2839.0111,75.0111,20.0111,285.0111,82.0111,430.0111,239.0111,199.0111,82.0111,1350.0111
2820.0111,75.0111,17.0111,228.0111,72.0111,376.0111,238.0111,206.0111,93.0111,1350.0111
2836.0111,14.0111,18.0111,30.0111,11.0111,1549.0111,201.0111,200.0111,133.0111,2704.0111
2074.0111,348.0111,18.0111,499.0111,107.0111,566.0111,183.0111,208.0111,161.0111,277.0111
3313.0111,285.0111,8.0111,636.0111,32.0111,3645.0111,198.0111,240.0111,182.0111,1396.0111
3068.0111,111.0111,8.0111,319.0111,9.0111,1218.0111,234.0111,231.0111,129.0111,1565.0111
2902.0111,87.0111,15.0111,417.0111,131.0111,607.0111,241.0111,215.0111,100.0111,1337.0111
2862.0111,91.0111,21.0111,319.0111,95.0111,497.0111,247.0111,203.0111,76.0111,1323.0111
2840.0111,92.0111,19.0111,277.0111,83.0111,443.0111,246.0111,207.0111,82.0111,1320.0111
3278.0111,84.0111,10.0111,85.0111,14.0111,4186.0111,234.0111,224.0111,121.0111,808.0111
3048.0111,124.0111,10.0111,446.0111,-9.0111,1077.0111,238.0111,233.0111,125.0111,1463.0111
2883.0111,104.0111,20.0111,350.0111,112.0111,564.0111,249.0111,211.0111,82.0111,1299.0111
2849.0111,100.0111,20.0111,277.0111,82.0111,484.0111,248.0111,209.0111,80.0111,1291.0111
2703.0111,47.0111,24.0111,108.0111,64.0111,120.0111,220.0111,179.0111,80.0111,1348.0111
2988.0111,29.0111,18.0111,404.0111,145.0111,1978.0111,211.0111,197.0111,117.0111,2818.0111
2089.0111,41.0111,19.0111,424.0111,81.0111,510.0111,219.0111,194.0111,103.0111,350.0111
3336.0111,293.0111,13.0111,564.0111,14.0111,3523.0111,184.0111,237.0111,193.0111,1530.0111
